-1.586914,2.380371,-1.403809
-1.647949,1.77002,-0.793457
-1.647949,1.708984,-0.793457
-1.342773,1.831055,-0.793457
-1.708984,2.13623,-1.281738
-1.953125,2.563477,-1.464844
-2.319336,2.807617,-1.525879
-2.319336,2.868652,-1.464844
-2.319336,2.807617,-1.281738
-1.77002,2.197266,-0.976562
-1.464844,1.77002,-0.854492
-1.098633,1.525879,-0.427246
-0.915527,1.220703,-0.12207
-1.647949,2.563477,-1.342773
-1.708984,2.258301,-1.342773
-1.708984,2.563477,-1.525879
-1.77002,2.319336,-1.403809
-1.77002,2.258301,-1.525879
-1.77002,2.258301,-1.525879
-1.831055,2.319336,-1.586914
-1.77002,2.319336,-1.281738
-1.77002,2.319336,-1.525879
-1.89209,2.258301,-1.586914
-1.77002,2.319336,-1.342773
-1.77002,2.319336,-1.403809
-1.77002,2.441406,-1.464844
-1.77002,2.380371,-1.464844
-1.525879,1.953125,-1.220703
-1.89209,2.01416,-1.281738
-1.586914,2.075195,-1.220703
-1.89209,2.441406,-1.037598
-1.525879,2.13623,-1.281738
-1.586914,2.441406,-1.281738
-1.525879,2.13623,-1.281738
-1.89209,2.075195,-1.159668
-1.586914,2.13623,-1.220703
-1.586914,2.197266,-1.159668
-1.586914,2.13623,-1.281738
-1.831055,2.502441,-1.403809
-1.525879,2.319336,-1.098633
-1.525879,2.319336,-1.037598
-1.586914,1.89209,-0.793457
-1.342773,1.586914,-0.793457
-1.464844,2.563477,-1.831055
-1.586914,2.258301,-1.708984
-1.281738,1.953125,-0.793457
-1.586914,2.502441,-1.037598
-1.525879,2.319336,-1.281738
-1.708984,2.380371,-1.403809
-1.342773,1.464844,-0.549316
-2.01416,2.441406,-1.708984
-1.647949,2.13623,-1.159668
-2.01416,2.563477,-1.464844
-2.319336,2.807617,-1.708984
-2.319336,2.868652,-1.464844
-2.319336,2.929688,-1.403809
-1.647949,2.13623,-0.976562
-1.708984,2.197266,-1.098633
-1.403809,1.831055,-0.793457
-0.793457,1.220703,-0.061035
-0.793457,1.220703,-0.12207
-0.793457,1.281738,-0.12207
-0.793457,1.159668,-0.366211
-1.708984,2.13623,-1.342773
-1.77002,2.258301,-1.464844
-1.831055,2.319336,-1.708984
-1.708984,2.258301,-1.525879
-1.708984,2.319336,-1.464844
-1.77002,2.197266,-1.708984
-1.708984,2.258301,-1.647949
-1.77002,2.380371,-1.342773
-1.525879,2.380371,-1.464844
-1.89209,2.319336,-1.220703
-1.89209,2.380371,-1.464844
-1.586914,2.319336,-1.403809
-1.89209,2.441406,-1.342773
-1.525879,2.075195,-1.098633
-1.464844,2.01416,-1.342773
-1.831055,2.075195,-1.159668
-1.89209,2.13623,-1.159668
-1.89209,2.13623,-1.342773
-1.831055,2.13623,-1.159668
-1.525879,2.197266,-1.037598
-1.525879,2.13623,-1.281738
-1.525879,2.197266,-1.159668
-1.525879,2.13623,-1.220703
-1.525879,2.258301,-1.098633
-1.464844,2.380371,-1.403809
-1.586914,2.319336,-1.037598
-1.464844,2.258301,-1.403809
-1.831055,2.197266,-1.220703
-1.586914,1.89209,-0.976562
-1.586914,1.953125,-0.915527
-1.831055,2.441406,-1.342773
-1.586914,2.258301,-1.403809
-1.586914,2.502441,-1.708984
-1.525879,2.502441,-1.77002
-1.647949,2.441406,-1.281738
-1.953125,2.01416,-1.220703
-1.403809,1.403809,-0.671387
-1.89209,2.380371,-1.708984
-1.342773,1.403809,-0.610352
-1.708984,2.13623,-1.098633
-1.708984,2.13623,-1.342773
-2.319336,2.807617,-1.831055
-2.380371,2.868652,-1.464844
-2.258301,2.807617,-1.281738
-1.464844,1.831055,-0.915527
-1.708984,2.197266,-0.793457
-1.403809,1.831055,-0.793457
-1.037598,1.464844,-0.427246
-1.403809,1.953125,-0.488281
-1.708984,2.197266,-1.281738
-0.854492,1.159668,-0.183105
-1.77002,2.563477,-1.525879
-1.77002,2.197266,-1.464844
-1.77002,2.197266,-1.403809
-1.464844,2.13623,-1.525879
-1.77002,2.258301,-1.403809
-1.831055,2.197266,-1.708984
-1.77002,2.258301,-1.342773
-1.831055,2.197266,-1.342773
-1.831055,2.258301,-1.647949
-1.77002,2.258301,-1.586914
-1.77002,2.319336,-1.281738
-1.77002,2.380371,-1.403809
-1.77002,2.319336,-1.281738
-1.77002,2.380371,-1.342773
-1.464844,2.380371,-1.342773
-1.525879,2.319336,-1.281738
-1.831055,2.380371,-1.220703
-1.525879,2.075195,-1.342773
-1.586914,2.075195,-1.281738
-1.525879,2.075195,-1.220703
-1.525879,2.13623,-1.159668
-1.525879,2.13623,-1.281738
-1.525879,2.13623,-1.098633
-1.525879,2.197266,-1.037598
-1.586914,2.197266,-1.281738
